"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Status","Status.Desc","LOCATION","LAT","LON","Time.to.reports","Delayed_Report","Time_Slots_Happening","Weekdays_of_DateOcc"
202005871,2020-02-08,2020-02-08,1620,20,"Olympic",2056,2,624,"BATTERY - SIMPLE ASSAULT",82,"F","A",501,"SINGLE FAMILY DWELLING","AO","Adult Other","900 S  BERENDO                      ST",34.0518,-118.2937,0,"0","Afternoon","Saturday"
220127048,2022-12-24,2022-09-05,1550,1,"Central",192,2,624,"BATTERY - SIMPLE ASSAULT",29,"F","O",701,"HOSPITAL","AO","Adult Other","1400 S  GRAND                        AV",34.0372,-118.2654,110,"1","Afternoon","Monday"
202018498,2020-12-17,2020-12-17,1210,20,"Olympic",2027,2,624,"BATTERY - SIMPLE ASSAULT",55,"F","H",102,"SIDEWALK","IC","Invest Cont","WILSHIRE",34.0618,-118.2917,0,"0","Afternoon","Thursday"
230809808,2023-05-19,2023-05-19,820,8,"West LA",855,2,624,"BATTERY - SIMPLE ASSAULT",29,"F","B",102,"SIDEWALK","IC","Invest Cont","SANTA MONICA",34.0476,-118.4443,0,"0","Morning","Friday"
241305738,2024-02-07,2024-02-07,1710,13,"Newton",1331,2,624,"BATTERY - SIMPLE ASSAULT",66,"F","W",510,"NURSING/CONVALESCENT/RETIREMENT HOME","IC","Invest Cont","200 E  ADAMS                        BL",34.024,-118.2667,0,"0","Afternoon","Wednesday"
200319183,2020-10-20,2020-10-20,1900,3,"Southwest",377,2,624,"BATTERY - SIMPLE ASSAULT",42,"M","B",121,"YARD (RESIDENTIAL/BUSINESS)","IC","Invest Cont","1200    LEIGHTON                     AV",34.0132,-118.2974,0,"0","Evening","Tuesday"
220800790,2022-06-21,2022-06-21,1345,8,"West LA",828,2,624,"BATTERY - SIMPLE ASSAULT",44,"M","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","800    WESTHOLME                    AV",34.0664,-118.4357,0,"0","Afternoon","Tuesday"
202005717,2020-02-06,2020-02-06,150,20,"Olympic",2034,2,624,"BATTERY - SIMPLE ASSAULT",28,"F","W",733,"BAR/SPORTS BAR (OPEN DAY & NIGHT)","IC","Invest Cont","3300 W  8TH                          ST",34.0596,-118.3022,0,"0","Midnight","Thursday"
200414624,2020-11-05,2020-11-05,1130,4,"Hollenbeck",461,2,624,"BATTERY - SIMPLE ASSAULT",45,"F","H",504,"OTHER RESIDENCE","AO","Adult Other","1200 E  1ST                          ST",34.0476,-118.2268,0,"0","Morning","Thursday"
230816623,2023-11-08,2023-11-08,830,8,"West LA",881,2,624,"BATTERY - SIMPLE ASSAULT",48,"M","H",954,"MTA - EXPO LINE - EXPO/BUNDY","IC","Invest Cont","BUNDY",34.0315,-118.4526,0,"0","Morning","Wednesday"
201815922,2020-08-19,2020-08-19,1130,18,"Southeast",1832,2,624,"BATTERY - SIMPLE ASSAULT",47,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","200 E  105TH                        ST",33.941,-118.27,0,"0","Morning","Wednesday"
230711854,2023-07-10,2023-07-10,2150,7,"Wilshire",706,2,624,"BATTERY - SIMPLE ASSAULT",43,"F","H",406,"OTHER STORE","IC","Invest Cont","800 N  LA BREA                      AV",34.0853,-118.3441,0,"0","Evening","Monday"
221808251,2022-03-28,2022-03-28,1800,18,"Southeast",1871,2,624,"BATTERY - SIMPLE ASSAULT",59,"F","O",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","13500 S  AINSWORTH                    ST",33.9092,-118.2904,0,"0","Afternoon","Monday"
200518017,2020-12-20,2020-12-20,1345,5,"Harbor",529,2,624,"BATTERY - SIMPLE ASSAULT",64,"M","B",101,"STREET","IC","Invest Cont","900    MCFARLAND                    AV",33.7819,-118.2526,0,"0","Afternoon","Sunday"
222019427,2022-12-20,2022-12-20,419,20,"Olympic",2029,2,624,"BATTERY - SIMPLE ASSAULT",57,"M","A",101,"STREET","IC","Invest Cont","VERMONT",34.0628,-118.2917,0,"0","Morning","Tuesday"
210114778,2021-08-07,2021-08-07,535,1,"Central",162,2,624,"BATTERY - SIMPLE ASSAULT",36,"F","B",102,"SIDEWALK","IC","Invest Cont","7TH                          ST",34.048,-118.2577,0,"0","Morning","Saturday"
230604390,2023-01-10,2023-01-10,1500,6,"Hollywood",636,2,624,"BATTERY - SIMPLE ASSAULT",33,"M","B",203,"OTHER BUSINESS","IC","Invest Cont","6500    HOLLYWOOD                    BL",34.1034,-118.3325,0,"0","Afternoon","Tuesday"
200909816,2020-05-17,2020-05-16,1230,9,"Van Nuys",941,2,624,"BATTERY - SIMPLE ASSAULT",28,"F","H",203,"OTHER BUSINESS","IC","Invest Cont","5700    SEPULVEDA                    BL",34.174,-118.4662,1,"0","Afternoon","Saturday"
231304417,2023-01-06,2023-01-06,2100,13,"Newton",1371,2,624,"BATTERY - SIMPLE ASSAULT",42,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","300 W  58TH                         ST",33.9897,-118.2783,0,"0","Evening","Friday"
200411608,2020-08-08,2020-08-08,1830,4,"Hollenbeck",464,2,624,"BATTERY - SIMPLE ASSAULT",53,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","2300 E  1ST                          ST",34.0441,-118.2105,0,"0","Afternoon","Saturday"
201811902,2020-05-29,2020-05-29,1700,18,"Southeast",1862,2,624,"BATTERY - SIMPLE ASSAULT",30,"F","B",101,"STREET","IC","Invest Cont","11500    POWAY                        ST",33.9301,-118.2771,0,"0","Afternoon","Friday"
231814181,2023-07-30,2023-07-30,1230,18,"Southeast",1832,2,624,"BATTERY - SIMPLE ASSAULT",31,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","100 W  104TH                        ST",33.9419,-118.2739,0,"0","Afternoon","Sunday"
201409622,2020-04-15,2020-04-15,1715,14,"Pacific",1444,2,624,"BATTERY - SIMPLE ASSAULT",70,"M","W",102,"SIDEWALK","IC","Invest Cont","LINCOLN                      BL",33.9905,-118.4478,0,"0","Afternoon","Wednesday"
201207035,2020-02-12,2020-02-12,1520,12,"77th Street",1267,2,624,"BATTERY - SIMPLE ASSAULT",24,"F","B",101,"STREET","AO","Adult Other","800 W  84TH                         ST",33.9625,-118.2871,0,"0","Afternoon","Wednesday"
221015494,2022-07-05,2022-07-05,300,10,"West Valley",1008,2,624,"BATTERY - SIMPLE ASSAULT",34,"M","H",102,"SIDEWALK","IC","Invest Cont","16400    VANOWEN                      ST",34.1939,-118.4902,0,"0","Midnight","Tuesday"
232115284,2023-10-15,2023-10-15,1647,21,"Topanga",2187,2,624,"BATTERY - SIMPLE ASSAULT",34,"M","W",102,"SIDEWALK","IC","Invest Cont","20900    VENTURA                      BL",34.1664,-118.5882,0,"0","Afternoon","Sunday"
201410784,2020-05-12,2020-05-12,950,14,"Pacific",1499,2,624,"BATTERY - SIMPLE ASSAULT",27,"M","W",958,"MTA - GREEN LINE - AVIATION/LAX","IC","Invest Cont","11500    AVIATION                     BL",33.9299,-118.3785,0,"0","Morning","Tuesday"
202110009,2020-05-30,2020-05-30,1100,21,"Topanga",2118,2,624,"BATTERY - SIMPLE ASSAULT",64,"M","W",501,"SINGLE FAMILY DWELLING","AO","Adult Other","20700    ROSCOE                       BL",34.22,-118.5846,0,"0","Morning","Saturday"
220408611,2022-05-13,2022-05-13,1920,4,"Hollenbeck",479,2,624,"BATTERY - SIMPLE ASSAULT",62,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","3500    SABINA                       ST",34.0288,-118.1972,0,"0","Evening","Friday"
220604183,2022-01-05,2022-01-05,1310,6,"Hollywood",639,2,624,"BATTERY - SIMPLE ASSAULT",70,"F","O",203,"OTHER BUSINESS","IC","Invest Cont","5400    HOLLYWOOD                    BL",34.1036,-118.3049,0,"0","Afternoon","Wednesday"
202010393,2020-05-31,2020-05-31,1325,20,"Olympic",2049,2,624,"BATTERY - SIMPLE ASSAULT",60,"M","H",102,"SIDEWALK","IC","Invest Cont","2800 W  8TH                          ST",34.0577,-118.2869,0,"0","Afternoon","Sunday"
220713108,2022-08-20,2022-08-20,1100,7,"Wilshire",759,2,624,"BATTERY - SIMPLE ASSAULT",45,"F","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","1100    CRENSHAW                     BL",34.0531,-118.3239,0,"0","Morning","Saturday"
242105851,2024-02-15,2024-02-15,1720,21,"Topanga",2128,2,624,"BATTERY - SIMPLE ASSAULT",37,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","7600    OSO                          AV",34.2084,-118.5754,0,"0","Afternoon","Thursday"
210206239,2021-02-25,2021-02-25,1515,2,"Rampart",271,2,624,"BATTERY - SIMPLE ASSAULT",66,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","900 S  GRAND VIEW                   ST",34.0529,-118.2819,0,"0","Afternoon","Thursday"
231610187,2023-07-17,2023-06-22,2300,16,"Foothill",1663,2,624,"BATTERY - SIMPLE ASSAULT",27,"M","H",210,"RESTAURANT/FAST FOOD","IC","Invest Cont","9200    SAN FERNANDO                 RD",34.2453,-118.4001,25,"1","Evening","Thursday"
230515613,2023-11-08,2023-11-08,1530,5,"Harbor",526,2,624,"BATTERY - SIMPLE ASSAULT",11,"F","H",103,"ALLEY","IC","Invest Cont","600    LAGOON                       AV",33.7768,-118.2675,0,"0","Afternoon","Wednesday"
230718465,2023-12-11,2023-12-11,1110,7,"Wilshire",765,2,624,"BATTERY - SIMPLE ASSAULT",34,"F","B",101,"STREET","IC","Invest Cont","4700 W  PICO                         BL",34.0486,-118.3383,0,"0","Morning","Monday"
221507918,2022-04-04,2022-04-04,2000,15,"N Hollywood",1548,2,624,"BATTERY - SIMPLE ASSAULT",35,"F","H",203,"OTHER BUSINESS","IC","Invest Cont","5300    VINELAND                     AV",34.167,-118.3703,0,"0","Evening","Monday"
230616186,2023-10-07,2023-10-06,2220,6,"Hollywood",647,2,624,"BATTERY - SIMPLE ASSAULT",26,"F","O",203,"OTHER BUSINESS","IC","Invest Cont","6200 W  SUNSET                       BL",34.0998,-118.3211,1,"0","Evening","Friday"
200307795,2020-03-03,2020-03-03,830,3,"Southwest",397,2,624,"BATTERY - SIMPLE ASSAULT",36,"F","H",721,"HIGH SCHOOL","IC","Invest Cont","4100 S  VERMONT                      AV",34.0073,-118.298,0,"0","Morning","Tuesday"
200305492,2020-01-26,2020-01-26,1000,3,"Southwest",379,2,624,"BATTERY - SIMPLE ASSAULT",23,"F","H",203,"OTHER BUSINESS","IC","Invest Cont","1000 W  MARTIN LUTHER KING           BL",34.0145,-118.2937,0,"0","Morning","Sunday"
201911228,2020-06-21,2020-06-21,1945,19,"Mission",1959,2,624,"BATTERY - SIMPLE ASSAULT",33,"M","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other","10200    BARTEE                       AV",34.2559,-118.4378,0,"0","Evening","Sunday"
241607332,2024-04-17,2024-04-17,1040,16,"Foothill",1684,2,624,"BATTERY - SIMPLE ASSAULT",59,"M","W",402,"MARKET","IC","Invest Cont","8000    WEBB                         AV",34.2162,-118.3882,0,"0","Morning","Wednesday"
220608618,2022-04-10,2022-04-09,2330,6,"Hollywood",637,2,624,"BATTERY - SIMPLE ASSAULT",57,"M","H",108,"PARKING LOT","IC","Invest Cont","1700    VINE                         ST",34.1016,-118.3267,1,"0","Evening","Saturday"
241905510,2024-02-07,2024-02-07,2125,19,"Mission",1988,2,624,"BATTERY - SIMPLE ASSAULT",44,"M","H",101,"STREET","AO","Adult Other","CANTERBURY                   AV",34.2269,-118.4217,0,"0","Evening","Wednesday"
201212131,2020-05-02,2020-05-02,1445,12,"77th Street",1249,2,624,"BATTERY - SIMPLE ASSAULT",27,"M","B",501,"SINGLE FAMILY DWELLING","AO","Adult Other","6500    DENVER                       AV",33.9795,-118.2838,0,"0","Afternoon","Saturday"
230210215,2023-05-07,2023-05-07,650,2,"Rampart",246,2,624,"BATTERY - SIMPLE ASSAULT",35,"M","H",102,"SIDEWALK","AO","Adult Other","ALVARADO                     ST",34.0579,-118.2759,0,"0","Morning","Sunday"
210216306,2021-10-16,2021-10-16,730,2,"Rampart",245,2,624,"BATTERY - SIMPLE ASSAULT",17,"M","H",108,"PARKING LOT","IC","Invest Cont","WILSHIRE",34.061,-118.2775,0,"0","Morning","Saturday"
210217801,2021-11-21,2021-11-21,1400,2,"Rampart",249,2,624,"BATTERY - SIMPLE ASSAULT",30,"M","H",101,"STREET","IC","Invest Cont","6TH",34.0548,-118.2638,0,"0","Afternoon","Sunday"
230611721,2023-06-26,2023-06-26,450,6,"Hollywood",644,2,624,"BATTERY - SIMPLE ASSAULT",26,"F","B",706,"SEX ORIENTED/BOOK STORE/STRIP CLUB/GENTLEMAN'S CLUB","IC","Invest Cont","1400 N  LA BREA                      AV",34.0962,-118.349,0,"0","Morning","Monday"
210114744,2021-08-06,2021-08-06,1530,1,"Central",148,2,624,"BATTERY - SIMPLE ASSAULT",45,"F","B",101,"STREET","IC","Invest Cont","4TH",34.0449,-118.2415,0,"0","Afternoon","Friday"
221820183,2022-11-04,2022-11-04,1020,18,"Southeast",1846,2,624,"BATTERY - SIMPLE ASSAULT",40,"F","B",102,"SIDEWALK","IC","Invest Cont","114TH                        ST",33.931,-118.2522,0,"0","Morning","Friday"
210810159,2021-06-06,2021-06-06,1540,8,"West LA",899,2,624,"BATTERY - SIMPLE ASSAULT",61,"M","H",203,"OTHER BUSINESS","AA","Adult Arrest","8500    VENICE                       BL",34.0346,-118.3788,0,"0","Afternoon","Sunday"
200509337,2020-05-11,2020-05-11,2210,5,"Harbor",567,2,624,"BATTERY - SIMPLE ASSAULT",49,"F","H",138,"STAIRWELL*","IC","Invest Cont","300 W  18TH                         ST",33.7279,-118.2836,0,"0","Evening","Monday"
200115862,2020-08-04,2020-08-01,1700,1,"Central",138,2,624,"BATTERY - SIMPLE ASSAULT",31,"M","H",203,"OTHER BUSINESS","IC","Invest Cont","300 S  SAN PEDRO                    ST",34.0471,-118.2426,3,"1","Afternoon","Saturday"
220910449,2022-06-17,2022-06-16,1150,9,"Van Nuys",915,2,624,"BATTERY - SIMPLE ASSAULT",21,"F","H",210,"RESTAURANT/FAST FOOD","IC","Invest Cont","7000    VAN NUYS                     BL",34.1976,-118.4443,1,"0","Morning","Thursday"
230114873,2023-06-26,2023-06-26,850,1,"Central",122,2,624,"BATTERY - SIMPLE ASSAULT",61,"M","H",725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)","AO","Adult Other","100 N  HILL                         ST",34.0572,-118.2481,0,"0","Morning","Monday"
221904521,2022-01-14,2022-01-14,1630,19,"Mission",1991,2,624,"BATTERY - SIMPLE ASSAULT",35,"F","H",801,"MTA BUS","IC","Invest Cont","SEPULVEDA                    BL",34.2214,-118.4677,0,"0","Afternoon","Friday"
230319408,2023-11-07,2023-10-29,1600,3,"Southwest",373,2,624,"BATTERY - SIMPLE ASSAULT",72,"M","B",101,"STREET","AO","Adult Other","4000    DEGNAN                       BL",34.0118,-118.3314,9,"1","Afternoon","Sunday"
210708208,2021-04-16,2021-04-16,1345,7,"Wilshire",701,2,624,"BATTERY - SIMPLE ASSAULT",65,"F","O",203,"OTHER BUSINESS","AO","Adult Other","900 N  LA CIENEGA                   BL",34.087,-118.3764,0,"0","Afternoon","Friday"
211218623,2021-08-28,2021-08-28,2000,12,"77th Street",1283,2,624,"BATTERY - SIMPLE ASSAULT",40,"F","H",102,"SIDEWALK","IC","Invest Cont","9600 S  WESTERN                      AV",33.948,-118.309,0,"0","Evening","Saturday"
201506881,2020-02-25,2020-02-24,1510,15,"N Hollywood",1563,2,624,"BATTERY - SIMPLE ASSAULT",12,"F","H",103,"ALLEY","AA","Adult Arrest","4500    COLFAX                       AV",34.1522,-118.3877,1,"0","Afternoon","Monday"
230612889,2023-07-23,2023-07-23,700,6,"Hollywood",657,2,624,"BATTERY - SIMPLE ASSAULT",31,"M","H",108,"PARKING LOT","IC","Invest Cont","5700    SANTA MONICA                 BL",34.0908,-118.3136,0,"0","Morning","Sunday"
221306107,2022-02-10,2022-02-10,1310,13,"Newton",1373,2,624,"BATTERY - SIMPLE ASSAULT",13,"F","H",720,"JUNIOR HIGH SCHOOL","IC","Invest Cont","600 E  56TH                         ST",33.9915,-118.2652,0,"0","Afternoon","Thursday"
220312067,2022-06-10,2022-06-09,1300,3,"Southwest",313,2,624,"BATTERY - SIMPLE ASSAULT",19,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","4300 W  ADAMS                        BL",34.0326,-118.3319,1,"0","Afternoon","Thursday"
210204191,2021-01-06,2021-01-06,2200,2,"Rampart",245,2,624,"BATTERY - SIMPLE ASSAULT",36,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","600 S  CORONADO                     ST",34.061,-118.2811,0,"0","Evening","Wednesday"
201908822,2020-04-17,2020-04-17,110,19,"Mission",1924,2,624,"BATTERY - SIMPLE ASSAULT",39,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","JA","Juv Arrest","12600    SAN FERNANDO                 RD",34.2913,-118.4502,0,"0","Midnight","Friday"
221224037,2022-11-23,2022-11-23,1330,12,"77th Street",1235,2,624,"BATTERY - SIMPLE ASSAULT",41,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","1500 W  60TH                         ST",33.9859,-118.3024,0,"0","Afternoon","Wednesday"
210119257,2021-10-25,2021-10-25,1530,1,"Central",154,2,624,"BATTERY - SIMPLE ASSAULT",64,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","500 S  MAIN                         ST",34.0465,-118.2488,0,"0","Afternoon","Monday"
200810170,2020-06-01,2020-05-31,2300,8,"West LA",853,2,624,"BATTERY - SIMPLE ASSAULT",44,"F","W",101,"STREET","IC","Invest Cont","BELOIT                       AV",34.0431,-118.444,1,"0","Evening","Sunday"
210314828,2021-08-24,2021-08-24,1540,3,"Southwest",356,2,624,"BATTERY - SIMPLE ASSAULT",11,"M","H",720,"JUNIOR HIGH SCHOOL","IC","Invest Cont","3700 S  HARVARD                      BL",34.0199,-118.3062,0,"0","Afternoon","Tuesday"
202014630,2020-09-14,2020-09-14,2100,20,"Olympic",2069,2,624,"BATTERY - SIMPLE ASSAULT",57,"M","A",108,"PARKING LOT","IC","Invest Cont","2500 W  OLYMPIC                      BL",34.0524,-118.2842,0,"0","Evening","Monday"
201705399,2020-01-30,2020-01-30,1240,17,"Devonshire",1794,2,624,"BATTERY - SIMPLE ASSAULT",36,"F","H",203,"OTHER BUSINESS","IC","Invest Cont","8500    RESEDA                       BL",34.2246,-118.5361,0,"0","Afternoon","Thursday"
231820470,2023-12-07,2023-12-02,2300,18,"Southeast",1837,2,624,"BATTERY - SIMPLE ASSAULT",42,"M","B",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","1700 E  106TH                        ST",33.9399,-118.2422,5,"1","Evening","Saturday"
210405655,2021-02-13,2021-02-13,2100,4,"Hollenbeck",479,2,624,"BATTERY - SIMPLE ASSAULT",62,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","3600    PERCY                        ST",34.0253,-118.1923,0,"0","Evening","Saturday"
202013867,2020-08-26,2020-08-26,700,20,"Olympic",2031,2,624,"BATTERY - SIMPLE ASSAULT",34,"M","H",108,"PARKING LOT","IC","Invest Cont","3800    WILSHIRE                     BL",34.0617,-118.3091,0,"0","Morning","Wednesday"
220319884,2022-11-06,2022-11-06,1225,3,"Southwest",397,2,624,"BATTERY - SIMPLE ASSAULT",54,"M","H",242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.","AO","Adult Other","4300 S  VERMONT                      AV",34.0073,-118.298,0,"0","Afternoon","Sunday"
210304444,2021-01-11,2021-01-11,2150,3,"Southwest",335,2,624,"BATTERY - SIMPLE ASSAULT",58,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","2900    9TH                          AV",34.0277,-118.3272,0,"0","Evening","Monday"
220310880,2022-05-18,2022-05-18,1200,3,"Southwest",377,2,624,"BATTERY - SIMPLE ASSAULT",26,"F","B",101,"STREET","IC","Invest Cont","1200    LEIGHTON                     AV",34.0132,-118.2974,0,"0","Afternoon","Wednesday"
201320308,2020-11-23,2020-11-22,2225,13,"Newton",1344,2,624,"BATTERY - SIMPLE ASSAULT",31,"F","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other","400 E  41ST                         PL",34.0082,-118.2687,1,"0","Evening","Sunday"
221607334,2022-04-15,2022-04-15,2125,16,"Foothill",1651,2,624,"BATTERY - SIMPLE ASSAULT",28,"M","H",108,"PARKING LOT","AA","Adult Arrest","9800    LAUREL CANYON                BL",34.2482,-118.4209,0,"0","Evening","Friday"
220212985,2022-07-07,2022-07-07,1225,2,"Rampart",291,2,624,"BATTERY - SIMPLE ASSAULT",39,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest","1300 S  WESTLAKE                     AV",34.0467,-118.2814,0,"0","Afternoon","Thursday"
200319281,2020-10-22,2020-10-22,1313,3,"Southwest",315,2,624,"BATTERY - SIMPLE ASSAULT",36,"M","O",203,"OTHER BUSINESS","AO","Adult Other","2400 S  WESTERN                      AV",34.034,-118.3133,0,"0","Afternoon","Thursday"
210309515,2021-04-28,2021-04-28,1205,3,"Southwest",394,2,624,"BATTERY - SIMPLE ASSAULT",17,"F","B",514,"GROUP HOME","IC","Invest Cont","4100    2ND                          AV",34.0103,-118.3193,0,"0","Afternoon","Wednesday"
230127485,2023-12-29,2023-12-29,1750,1,"Central",152,2,624,"BATTERY - SIMPLE ASSAULT",21,"M","H",235,"PHARMACY INSIDE STORE OR SUPERMARKET*","IC","Invest Cont","600 W  7TH                          ST",34.0491,-118.2558,0,"0","Afternoon","Friday"
231007942,2023-04-13,2023-04-12,1520,10,"West Valley",1003,2,624,"BATTERY - SIMPLE ASSAULT",42,"F","H",108,"PARKING LOT","IC","Invest Cont","18600    LANARK                       ST",34.2175,-118.5383,1,"0","Afternoon","Wednesday"
230814830,2023-09-23,2023-09-23,1952,8,"West LA",853,2,624,"BATTERY - SIMPLE ASSAULT",29,"M","O",301,"GAS STATION","IC","Invest Cont","11300    SANTA MONICA                 BL",34.0464,-118.4488,0,"0","Evening","Saturday"
242005948,2024-02-15,2024-02-15,1800,20,"Olympic",2062,2,624,"BATTERY - SIMPLE ASSAULT",23,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","900 S  GRAMERCY                     PL",34.0536,-118.3133,0,"0","Afternoon","Thursday"
230307798,2023-03-15,2023-03-15,1030,3,"Southwest",363,2,624,"BATTERY - SIMPLE ASSAULT",76,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","4100    MARLTON                      AV",34.0104,-118.3398,0,"0","Morning","Wednesday"
221305245,2022-01-27,2022-01-27,800,13,"Newton",1393,2,624,"BATTERY - SIMPLE ASSAULT",27,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","148TH                        ST",33.9786,-118.2761,0,"0","Morning","Thursday"
200204377,2020-01-08,2020-01-08,1725,2,"Rampart",261,2,624,"BATTERY - SIMPLE ASSAULT",43,"F","W",146,"PATIO*","AO","Adult Other","800 S  LAKE                         ST",34.0567,-118.2815,0,"0","Afternoon","Wednesday"
201408109,2020-03-11,2020-03-11,715,14,"Pacific",1411,2,624,"BATTERY - SIMPLE ASSAULT",58,"M","W",117,"BEACH","IC","Invest Cont","OCEAN FRONT                  WK",33.9918,-118.4791,0,"0","Morning","Wednesday"
201011326,2020-07-25,2020-07-25,855,10,"West Valley",1079,2,624,"BATTERY - SIMPLE ASSAULT",47,"F","O",719,"MEDICAL/DENTAL OFFICES","AO","Adult Other","16000 W  VENTURA                      BL",34.1599,-118.4766,0,"0","Morning","Saturday"
